Planet,Title,Authors,Year of Publication,Summary,Length,Goodreads Id,polarity,subjectivity
The Moon,"Inherit the Stars (Giants, #1)",James P. Hogan,1977,"THE MAN ON THE MOON WAS DEAD. They called him Charlie. He had big eyes, abundant body hair and fairly long nostrils. His skeletal body was found clad in a bright red spacesuit, hidden in a rocky grave. They didn't know who he was, how he got there, or what had killed him. All they knew was that his corpse was 50,000 years old; and that meant that this man had somehow lived long before he ever could have existed!",216,776489,0.073333333,0.358333333
Mars,Capricorn One,Ron Goulart,1978,"To all appearances the launching of Capricorn One, the first spaceship to Mars, seemed perfectly normal. Everybody in the country was watching the countdown on television.But behind the scenes, two and a half hours before lift-off, a strange and terrifying drama was being played out. A NASA director was warning the three astronauts that their spacecraft was faulty. He told them they must fake the trip via computer magic. This way they could convince the President the mission had succeeded. Failure would mean the end of the space program.Nothing would stop these madmen. Not the truth. Not reality. Especially not the astronauts, who become unwilling conspirators. For them, a special fate had been arranged...",189,1310225,-0.12405754,0.629910714
Ganymede,"The Gentle Giants of Ganymede (Giants, #2)",James P. Hogan,1978,"THE END OF EXILELong before the world of the Ganymeans blew apart, millennia ago, the strange race of giants had vanished. No one could discover their fate, nor where they had gone, nor why. There was only a wrecked ship abandoned on a frozen satellite of Jupiter. And now Earth's code and scientists were there, determined to ferret out the secret of the lost race.And suddenly, spinning out of the vastness of space and immensity of time, the ship of the strange, humanoid giants returned. They brought with them answers that would alter all Mankind's knowledge of human origins in startling revelations from the past that would have biologic reverberations to be at this time. . .",246,709609,-0.15625,0.41875
Mars,Jesus on Mars,Philip Jose Farmer,1979,"As billions of people around the globe sit glued to their television sets in the year 2015, Richard Orme, captain of the first expedition to land on Mars, takes another giant step for mankind. His first words, as he steps out of the landing craft onto the red planet, are transmitted to Earth minutes later: ""Christopher Columbus, you should be here.""Perhaps he was. Someone has been here. A spaceship sits half-buried under the red dust and heavy boulders. Nearby, there's a tunnel door.Richard Orme and his crew, dragged into the tunnel by Martians, enter a strange, subterranean world, a world where Martians live in caverns in a hollowed-out Mars, a world where Martians pay homage to a sunlike globe -- floating high above their cities of the interior. Orme thought they were sun worshippers. But there is a man who dwells within the flaming orb. And these people call him ""Jesus"".And the man they called ""Jesus"" would go back to Earth. He would be labeled ""the Anti-Christ"". And Richard Orme asked himself, Would history repeat itself... once more?",256,1413509,0.062835498,0.29452381
"Saturn, The Moon","Wizard (Gaea, #2)",John Varley,1979,"One of the greatest science fiction epics ever written, John Varley's Titan, Wizard, and Demon comprise a groundbreaking trilogy that will live forever. Human explorers have entered the sprawling mind of Gaea. Now they must fight her will. For she is much too powerful...and definitely insane.""These books are going to be around for a long time."" --Locus",384,49834,0.047727273,0.533333333
Titan,"Titan (Gaea, #1)",John Varley,1979,"It begins with humankind's exploration of a massive satellite orbiting Saturn. It culminates in a shocking discovery: the satellite is a giant alien being. Her name is Gaea. Her awesome interior is mind-bogglingbecause it is a mind. A mind that calls out to explorers, transforming all who enter.",309,49838,-0.05,0.95
Mars,"Operation Misfit (Operation Series, #1)",E. Hoffmann Price,1980,"Rod Garvin just made too many waves for the Thought Control Board that controlled the 21st century. Throwing him in an insane asylum didn't restrain him. Nor, when that didn't work, did sentencing him to a suicide job on Mars. Garvin was bright, driven, and stubborn. The only thing Thought Control could was was get rid of him -- quietly and permanently. And that was fine with Garvin...since it meant he could make his dreamed-of voyage into deep space. But when his exploration ship stumbles onto an asteroid peopled by remnants of a star-faring race and possessed of incredible mineral wealth, it opens the possibility of unlimited look for Earth and Thought Control. If only Rod Garvin hadn't been the man to make the find",284,2087058,0.151666667,0.643333333
Mars,The Number of the Beast (The World As Myth),Robert A. Heinlein,1980,"When two male and two female supremely sensual, unspeakably cerebral humans find themselves under attack from aliens who want their awesome quantum breakthrough, they take to the skies -- and zoom into the cosmos on a rocket roller coaster ride of adventure and danger, ecstasy and peril. From the Paperback edition.",511,50877,0.333333333,0.422222222
Mercury,"Sundiver (The Uplift Saga, #1)",David Brin,1980,"No species has ever reached for the stars without the guidance of a patron--except perhaps mankind. Did some mysterious race begin the uplift of humanity aeons ago? Circling the sun, under the caverns of Mercury, Expedition Sundiver prepares for the most momentous voyage in history--a journey into the boiling inferno of the sun.",340,96472,0.25,0.75
The Moon,The Patchwork Girl,"Larry Niven, Fernando Fernadez",1980,"Only one person could have been on the lunar surface... Her name is Naomi Mitchison. She's the most beautiful woman on the moon; she was also the only person who was outside on the lunar surface at the right moment to send a near-fatal laser beam into the chest of the Fourth Speaker for the Asteroids. But she's not a murderer, that much A.R.M. investigator Gil ""The Arm"" Hamilton is sure of, even though all the evidence seems to point straight at her. Trials these days are short, and sentencing for capital crimes is always the same: the organ banks, where felons wait in huge tanks to ""repay society"" with bits and pieces of their bodies. Gil has got to move fast to keep Naomi in one piece, or the most beautiful woman on Luna is going to be a nicely arranged sack of spare parts.",205,1124048,0.288095238,0.577755732
Ceres,The Venus Belt (North American Confederacy #2),L. Neil Smith,1980,"More than a 150,000 women have been kidnapped without a trace or any ransom demand in the â€˜normalâ€™ world run by the Federalists and the bureaucracy. But that is not the only problem, because the freedom loving population in the â€˜alternateâ€™ reality of the North American Confederacy are facing their own crises.  People are disappearing across the Probability Broach, including Win Bear's closest friend, Featherstone-Haugh (who heads the Confederacy), and even Win's wife and assistant.  Ill (and deadly) winds are blowing and threatening to destroy the Probability Broach as we know it. Win Bear, keeping one step ahead of lethal assassins and fighting incredible odds, must solve multiple apparantly disparate cases that all seem to lead to the end of freedom",214,1785640,0.283333333,0.506666667
